2025-10-30 22:46:49,565 - INFO - Model info: {'total_parameters': 25557032, 'trainable_parameters': 25557032, 'model_size_mb': 97.49234008789062}
2025-10-31 00:49:45,880 - INFO - Step 14409: {'train_loss_batch': 5.848557949066162, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000464874515477, 'data_time': 0.0013464469038554415}
2025-10-31 00:50:35,856 - INFO - Step 14509: {'train_loss_batch': 4.77793550491333, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000399466859741, 'data_time': 0.0013391513396464197}
2025-10-31 00:51:25,850 - INFO - Step 14609: {'train_loss_batch': 6.016139030456543, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000378504133152, 'data_time': 0.0013316423316230932}
2025-10-31 00:52:15,818 - INFO - Step 14709: {'train_loss_batch': 4.744373798370361, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000302854991167, 'data_time': 0.001324575521975876}
2025-10-31 00:53:05,811 - INFO - Step 14809: {'train_loss_batch': 5.487270355224609, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000280351644754, 'data_time': 0.0013183341178266339}
2025-10-31 00:53:55,785 - INFO - Step 14909: {'train_loss_batch': 4.55371618270874, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000222089752279, 'data_time': 0.001311331421860479}
2025-10-31 00:54:45,772 - INFO - Step 15009: {'train_loss_batch': 5.310421943664551, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000191617312372, 'data_time': 0.0013050328395624586}
2025-10-31 00:55:35,752 - INFO - Step 15109: {'train_loss_batch': 5.766677379608154, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000147442798057, 'data_time': 0.001298816828979181}
2025-10-31 00:56:25,712 - INFO - Step 15209: {'train_loss_batch': 6.063589096069336, 'train_lr': 0.020000800000000003, 'batch_time': 0.5000068927769293, 'data_time': 0.0012933338772583595}
2025-10-31 00:57:15,677 - INFO - Step 15309: {'train_loss_batch': 4.56491231918335, 'train_lr': 0.020000800000000003, 'batch_time': 0.4999999482774258, 'data_time': 0.001288065031505355}
2025-10-31 00:58:05,648 - INFO - Step 15409: {'train_loss_batch': 4.435086727142334, 'train_lr': 0.020000800000000003, 'batch_time': 0.4999946737439516, 'data_time': 0.0012828596563962539}
2025-10-31 00:58:55,611 - INFO - Step 15509: {'train_loss_batch': 5.552275657653809, 'train_lr': 0.020000800000000003, 'batch_time': 0.49998803226281635, 'data_time': 0.0012778697111805533}
2025-10-31 00:59:45,576 - INFO - Step 15609: {'train_loss_batch': 5.06830358505249, 'train_lr': 0.020000800000000003, 'batch_time': 0.4999818504335539, 'data_time': 0.0012731031102168732}
2025-10-31 01:00:35,533 - INFO - Step 15709: {'train_loss_batch': 4.9193644523620605, 'train_lr': 0.020000800000000003, 'batch_time': 0.4999746751040874, 'data_time': 0.001268527232184993}
2025-10-31 01:01:25,467 - INFO - Step 15809: {'train_loss_batch': 4.7328691482543945, 'train_lr': 0.020000800000000003, 'batch_time': 0.49996359848478833, 'data_time': 0.0012641874927217603}
2025-10-31 01:02:15,434 - INFO - Step 15909: {'train_loss_batch': 4.791258335113525, 'train_lr': 0.020000800000000003, 'batch_time': 0.49995867185038323, 'data_time': 0.0012602270750489565}
2025-10-31 01:03:05,395 - INFO - Step 16009: {'train_loss_batch': 4.668899059295654, 'train_lr': 0.020000800000000003, 'batch_time': 0.4999528371022356, 'data_time': 0.0012559681370981016}
2025-10-31 01:03:55,341 - INFO - Step 16109: {'train_loss_batch': 4.724298000335693, 'train_lr': 0.020000800000000003, 'batch_time': 0.4999447831793352, 'data_time': 0.001252217207594282}
2025-10-31 01:04:45,307 - INFO - Step 16209: {'train_loss_batch': 4.239565849304199, 'train_lr': 0.020000800000000003, 'batch_time': 0.49994016874030683, 'data_time': 0.0012478095219031857}
2025-10-31 01:05:35,277 - INFO - Step 16309: {'train_loss_batch': 4.64296293258667, 'train_lr': 0.020000800000000003, 'batch_time': 0.4999363899155281, 'data_time': 0.0012441824549929413}
2025-10-31 01:06:25,201 - INFO - Step 16409: {'train_loss_batch': 4.419654369354248, 'train_lr': 0.020000800000000003, 'batch_time': 0.49992544791453, 'data_time': 0.0012398350147544695}
2025-10-31 01:07:15,160 - INFO - Step 16509: {'train_loss_batch': 4.856626987457275, 'train_lr': 0.020000800000000003, 'batch_time': 0.4999201548611122, 'data_time': 0.001235273027031298}
2025-10-31 01:08:05,143 - INFO - Step 16609: {'train_loss_batch': 5.252198696136475, 'train_lr': 0.020000800000000003, 'batch_time': 0.49991882647407576, 'data_time': 0.0012313140339787088}
2025-10-31 01:08:55,117 - INFO - Step 16709: {'train_loss_batch': 4.332395076751709, 'train_lr': 0.020000800000000003, 'batch_time': 0.4999162348468452, 'data_time': 0.0012273326985356773}
2025-10-31 01:09:45,091 - INFO - Step 16809: {'train_loss_batch': 5.349447250366211, 'train_lr': 0.020000800000000003, 'batch_time': 0.49991348855128415, 'data_time': 0.001223834222457879}
2025-10-31 01:10:35,050 - INFO - Step 16909: {'train_loss_batch': 6.0494585037231445, 'train_lr': 0.020000800000000003, 'batch_time': 0.4999088451942142, 'data_time': 0.0012201549108262304}
2025-10-31 01:11:25,018 - INFO - Step 17009: {'train_loss_batch': 5.605362892150879, 'train_lr': 0.020000800000000003, 'batch_time': 0.4999055528007325, 'data_time': 0.0012165401479445634}
2025-10-31 01:12:14,978 - INFO - Step 17109: {'train_loss_batch': 4.610926151275635, 'train_lr': 0.020000800000000003, 'batch_time': 0.49990126210658453, 'data_time': 0.0012133764458481585}
2025-10-31 01:13:04,955 - INFO - Step 17209: {'train_loss_batch': 4.565990924835205, 'train_lr': 0.020000800000000003, 'batch_time': 0.49989939778898346, 'data_time': 0.0012111927035649175}
2025-10-31 01:13:54,938 - INFO - Step 17309: {'train_loss_batch': 5.328197479248047, 'train_lr': 0.020000800000000003, 'batch_time': 0.49989840093172994, 'data_time': 0.0012097580761733797}
2025-10-31 01:14:44,883 - INFO - Step 17409: {'train_loss_batch': 4.2746901512146, 'train_lr': 0.020000800000000003, 'batch_time': 0.49989237883271054, 'data_time': 0.0012065818898984828}
2025-10-31 01:15:34,831 - INFO - Step 17509: {'train_loss_batch': 5.51193904876709, 'train_lr': 0.020000800000000003, 'batch_time': 0.49988683810664436, 'data_time': 0.001204067668093473}
2025-10-31 01:16:24,781 - INFO - Step 17609: {'train_loss_batch': 4.147466659545898, 'train_lr': 0.020000800000000003, 'batch_time': 0.49988172521968843, 'data_time': 0.0012008904501131187}
2025-10-31 01:17:14,760 - INFO - Step 17709: {'train_loss_batch': 4.751264572143555, 'train_lr': 0.020000800000000003, 'batch_time': 0.4998804633454245, 'data_time': 0.0011981209134640685}
2025-10-31 01:18:04,710 - INFO - Step 17809: {'train_loss_batch': 5.724606990814209, 'train_lr': 0.020000800000000003, 'batch_time': 0.4998756631981515, 'data_time': 0.0011957887655159646}
2025-10-31 01:18:54,660 - INFO - Step 17909: {'train_loss_batch': 5.039242744445801, 'train_lr': 0.020000800000000003, 'batch_time': 0.49987086488119997, 'data_time': 0.0011937887725038266}
2025-10-31 01:19:44,599 - INFO - Step 18009: {'train_loss_batch': 4.3118438720703125, 'train_lr': 0.020000800000000003, 'batch_time': 0.4998648094543888, 'data_time': 0.001191164877783908}
2025-10-31 01:20:34,567 - INFO - Step 18109: {'train_loss_batch': 5.9975175857543945, 'train_lr': 0.020000800000000003, 'batch_time': 0.49986250835235524, 'data_time': 0.0011887113012924355}
2025-10-31 01:21:24,545 - INFO - Step 18209: {'train_loss_batch': 5.806500434875488, 'train_lr': 0.020000800000000003, 'batch_time': 0.49986149302169675, 'data_time': 0.0011866149662791367}
2025-10-31 01:22:14,515 - INFO - Step 18309: {'train_loss_batch': 5.236234664916992, 'train_lr': 0.020000800000000003, 'batch_time': 0.49985956137560317, 'data_time': 0.0011845474831383856}
2025-10-31 01:23:04,495 - INFO - Step 18409: {'train_loss_batch': 4.26920747756958, 'train_lr': 0.020000800000000003, 'batch_time': 0.4998588434870279, 'data_time': 0.0011824707008092094}
2025-10-31 01:23:54,456 - INFO - Step 18509: {'train_loss_batch': 4.1551313400268555, 'train_lr': 0.020000800000000003, 'batch_time': 0.49985586476457805, 'data_time': 0.0011808071791627886}
2025-10-31 01:24:44,417 - INFO - Step 18609: {'train_loss_batch': 4.612731456756592, 'train_lr': 0.020000800000000003, 'batch_time': 0.499853009277271, 'data_time': 0.001178691171238747}
2025-10-31 01:25:34,411 - INFO - Step 18709: {'train_loss_batch': 4.254387378692627, 'train_lr': 0.020000800000000003, 'batch_time': 0.4998539726071872, 'data_time': 0.0011766607385163416}
2025-10-31 01:26:24,393 - INFO - Step 18809: {'train_loss_batch': 4.453358173370361, 'train_lr': 0.020000800000000003, 'batch_time': 0.4998535141458892, 'data_time': 0.0011748135218551492}
2025-10-31 01:27:14,354 - INFO - Step 18909: {'train_loss_batch': 5.5422163009643555, 'train_lr': 0.020000800000000003, 'batch_time': 0.49985082014774074, 'data_time': 0.0011727978119541052}
2025-10-31 01:28:04,335 - INFO - Step 19009: {'train_loss_batch': 5.7134809494018555, 'train_lr': 0.020000800000000003, 'batch_time': 0.49985031614885267, 'data_time': 0.001170902831754927}
2025-10-31 01:28:54,299 - INFO - Step 19109: {'train_loss_batch': 5.692411422729492, 'train_lr': 0.020000800000000003, 'batch_time': 0.49984803127464444, 'data_time': 0.001168727010256012}
2025-10-31 01:29:44,247 - INFO - Step 19209: {'train_loss_batch': 4.162999629974365, 'train_lr': 0.020000800000000003, 'batch_time': 0.4998439418117762, 'data_time': 0.0011670040366520325}
2025-10-31 01:30:34,224 - INFO - Step 19309: {'train_loss_batch': 4.9442033767700195, 'train_lr': 0.020000800000000003, 'batch_time': 0.49984309950409084, 'data_time': 0.0011650361677431674}
2025-10-31 01:31:24,208 - INFO - Step 19409: {'train_loss_batch': 4.632656097412109, 'train_lr': 0.020000800000000003, 'batch_time': 0.49984314520046336, 'data_time': 0.0011637758896739137}
2025-10-31 01:32:14,150 - INFO - Step 19509: {'train_loss_batch': 4.484391689300537, 'train_lr': 0.020000800000000003, 'batch_time': 0.49983865807475747, 'data_time': 0.0011615730589182173}
2025-10-31 01:33:04,113 - INFO - Step 19609: {'train_loss_batch': 4.144321441650391, 'train_lr': 0.020000800000000003, 'batch_time': 0.49983643395318894, 'data_time': 0.001160210190359695}
2025-10-31 01:33:54,062 - INFO - Step 19709: {'train_loss_batch': 5.072486877441406, 'train_lr': 0.020000800000000003, 'batch_time': 0.49983290721062423, 'data_time': 0.0011584477355315284}
2025-10-31 01:34:44,022 - INFO - Step 19809: {'train_loss_batch': 5.338810920715332, 'train_lr': 0.020000800000000003, 'batch_time': 0.4998304518421455, 'data_time': 0.001157175581159184}
2025-10-31 01:35:33,997 - INFO - Step 19909: {'train_loss_batch': 5.362062931060791, 'train_lr': 0.020000800000000003, 'batch_time': 0.49982963760818283, 'data_time': 0.0011555785880451456}
2025-10-31 01:36:23,957 - INFO - Step 20009: {'train_loss_batch': 4.291754245758057, 'train_lr': 0.020000800000000003, 'batch_time': 0.49982736206283546, 'data_time': 0.0011540792093504882}
2025-10-31 01:38:55,749 - INFO - Step 1: {'epoch': 1, 'learning_rate': 0.040000600000000004, 'train_loss': 5.090230275824992, 'train_top1': 20.371922233057045, 'train_top5': 42.04122988785958, 'val_loss': 9.839942119750976, 'val_top1': 0.184, 'val_top5': 0.612}
2025-10-31 01:38:55,750 - INFO - Epoch 001 Summary - LR: 0.040001, Train Loss: 5.0902, Train Top1: 20.37%, Val Loss: 9.8399, Val Top1: 0.18%, Val Top5: 0.61%
2025-10-31 01:38:56,806 - INFO - New best model saved with validation accuracy: 0.184%
2025-10-31 01:38:56,806 - INFO - Checkpoint saved: /home/ubuntu/imagenet-1k/checkpoints/resnet50_20251030_224647/checkpoint_epoch_002.pth
2025-10-31 01:38:58,846 - INFO - Step 20018: {'train_loss_batch': 4.4078521728515625, 'train_lr': 0.040000600000000004, 'batch_time': 2.037501096725464, 'data_time': 1.4985706806182861}
2025-10-31 01:39:48,611 - INFO - Step 20118: {'train_loss_batch': 4.647032737731934, 'train_lr': 0.040000600000000004, 'batch_time': 0.5129073138284211, 'data_time': 0.01592823302391732}
2025-10-31 01:40:38,507 - INFO - Step 20218: {'train_loss_batch': 5.854303359985352, 'train_lr': 0.040000600000000004, 'batch_time': 0.5059643740677715, 'data_time': 0.008512725877524609}
2025-10-31 01:41:28,441 - INFO - Step 20318: {'train_loss_batch': 4.413486480712891, 'train_lr': 0.040000600000000004, 'batch_time': 0.5037637588589691, 'data_time': 0.006014177569519246}
2025-10-31 01:42:18,359 - INFO - Step 20418: {'train_loss_batch': 4.156189918518066, 'train_lr': 0.040000600000000004, 'batch_time': 0.5026221192091184, 'data_time': 0.004757924567434259}
2025-10-31 01:43:08,307 - INFO - Step 20518: {'train_loss_batch': 4.267128944396973, 'train_lr': 0.040000600000000004, 'batch_time': 0.5019939264613473, 'data_time': 0.00400735851295456}
2025-10-31 01:43:58,275 - INFO - Step 20618: {'train_loss_batch': 4.626157283782959, 'train_lr': 0.040000600000000004, 'batch_time': 0.501608524862026, 'data_time': 0.0035068611932078534}
2025-10-31 01:44:48,241 - INFO - Step 20718: {'train_loss_batch': 5.1201982498168945, 'train_lr': 0.040000600000000004, 'batch_time': 0.5013296328665696, 'data_time': 0.003148049328704703}
2025-10-31 01:45:38,190 - INFO - Step 20818: {'train_loss_batch': 4.525425434112549, 'train_lr': 0.040000600000000004, 'batch_time': 0.501100680057178, 'data_time': 0.002881940682133783}
2025-10-31 01:46:28,146 - INFO - Step 20918: {'train_loss_batch': 4.677320957183838, 'train_lr': 0.040000600000000004, 'batch_time': 0.5009292754428368, 'data_time': 0.0026741152201323346}
2025-10-31 01:47:18,113 - INFO - Step 21018: {'train_loss_batch': 4.642940521240234, 'train_lr': 0.040000600000000004, 'batch_time': 0.5008035246785227, 'data_time': 0.002507857390336104}
2025-10-31 01:48:08,081 - INFO - Step 21118: {'train_loss_batch': 5.397451400756836, 'train_lr': 0.040000600000000004, 'batch_time': 0.5007006099936531, 'data_time': 0.0023752670738504326}
2025-10-31 01:48:58,019 - INFO - Step 21218: {'train_loss_batch': 4.305113792419434, 'train_lr': 0.040000600000000004, 'batch_time': 0.5005908552355611, 'data_time': 0.0022599202806407666}
2025-10-31 01:49:47,952 - INFO - Step 21318: {'train_loss_batch': 4.4091668128967285, 'train_lr': 0.040000600000000004, 'batch_time': 0.5004939433705523, 'data_time': 0.002160577202283081}
2025-10-31 01:50:37,893 - INFO - Step 21418: {'train_loss_batch': 5.532161235809326, 'train_lr': 0.040000600000000004, 'batch_time': 0.5004166675243609, 'data_time': 0.0020788204321088664}
2025-10-31 01:51:27,852 - INFO - Step 21518: {'train_loss_batch': 5.814888000488281, 'train_lr': 0.040000600000000004, 'batch_time': 0.5003609949552877, 'data_time': 0.0020063866939964013}
2025-10-31 01:52:17,827 - INFO - Step 21618: {'train_loss_batch': 4.183234691619873, 'train_lr': 0.040000600000000004, 'batch_time': 0.5003227801862022, 'data_time': 0.0019451965770447424}
2025-10-31 01:53:07,774 - INFO - Step 21718: {'train_loss_batch': 4.314111232757568, 'train_lr': 0.040000600000000004, 'batch_time': 0.5002725284145833, 'data_time': 0.0018904952004963618}
2025-10-31 01:53:57,731 - INFO - Step 21818: {'train_loss_batch': 5.295217990875244, 'train_lr': 0.040000600000000004, 'batch_time': 0.5002337212962352, 'data_time': 0.001839223138363344}
2025-10-31 01:54:47,679 - INFO - Step 21918: {'train_loss_batch': 4.584327697753906, 'train_lr': 0.040000600000000004, 'batch_time': 0.5001939683760673, 'data_time': 0.0017944152326348078}
2025-10-31 01:55:37,649 - INFO - Step 22018: {'train_loss_batch': 5.8314104080200195, 'train_lr': 0.040000600000000004, 'batch_time': 0.5001691481520211, 'data_time': 0.0017548290149740193}
2025-10-31 01:56:27,597 - INFO - Step 22118: {'train_loss_batch': 4.337348937988281, 'train_lr': 0.040000600000000004, 'batch_time': 0.500136160271784, 'data_time': 0.0017173690832211596}
2025-10-31 01:57:17,529 - INFO - Step 22218: {'train_loss_batch': 5.389416694641113, 'train_lr': 0.040000600000000004, 'batch_time': 0.500099118543397, 'data_time': 0.0016844961546811663}
2025-10-31 01:58:07,473 - INFO - Step 22318: {'train_loss_batch': 5.520264148712158, 'train_lr': 0.040000600000000004, 'batch_time': 0.5000705495185305, 'data_time': 0.0016545685722951214}
2025-10-31 01:58:57,413 - INFO - Step 22418: {'train_loss_batch': 4.398899555206299, 'train_lr': 0.040000600000000004, 'batch_time': 0.5000423342423953, 'data_time': 0.0016265444733708264}
2025-10-31 01:59:47,337 - INFO - Step 22518: {'train_loss_batch': 4.14769172668457, 'train_lr': 0.040000600000000004, 'batch_time': 0.5000101718269602, 'data_time': 0.0016007433887101896}
2025-10-31 02:00:37,255 - INFO - Step 22618: {'train_loss_batch': 4.492448806762695, 'train_lr': 0.040000600000000004, 'batch_time': 0.4999781583465553, 'data_time': 0.0015764678271629863}
2025-10-31 02:01:27,179 - INFO - Step 22718: {'train_loss_batch': 4.725389003753662, 'train_lr': 0.040000600000000004, 'batch_time': 0.4999507208834397, 'data_time': 0.0015551125901754324}
2025-10-31 02:02:17,123 - INFO - Step 22818: {'train_loss_batch': 4.342376708984375, 'train_lr': 0.040000600000000004, 'batch_time': 0.49993276136426235, 'data_time': 0.0015356099763030625}
2025-10-31 02:03:07,065 - INFO - Step 22918: {'train_loss_batch': 4.3480634689331055, 'train_lr': 0.040000600000000004, 'batch_time': 0.4999149981468803, 'data_time': 0.0015197677145494094}
2025-10-31 02:03:56,981 - INFO - Step 23018: {'train_loss_batch': 5.009688377380371, 'train_lr': 0.040000600000000004, 'batch_time': 0.4998896933126275, 'data_time': 0.00150208106163302}
2025-10-31 02:04:46,914 - INFO - Step 23118: {'train_loss_batch': 4.400698184967041, 'train_lr': 0.040000600000000004, 'batch_time': 0.49987134930396304, 'data_time': 0.0014863618532714056}
2025-10-31 02:05:36,847 - INFO - Step 23218: {'train_loss_batch': 5.694955348968506, 'train_lr': 0.040000600000000004, 'batch_time': 0.4998544606146534, 'data_time': 0.0014715247584744864}
2025-10-31 02:06:26,788 - INFO - Step 23318: {'train_loss_batch': 4.364138126373291, 'train_lr': 0.040000600000000004, 'batch_time': 0.4998411033703175, 'data_time': 0.0014577197941893051}
2025-10-31 02:07:16,710 - INFO - Step 23418: {'train_loss_batch': 4.917778491973877, 'train_lr': 0.040000600000000004, 'batch_time': 0.4998228778491403, 'data_time': 0.0014442596951501224}
2025-10-31 02:08:06,634 - INFO - Step 23518: {'train_loss_batch': 4.4151997566223145, 'train_lr': 0.040000600000000004, 'batch_time': 0.49980594654895005, 'data_time': 0.0014311609456144855}
2025-10-31 02:08:56,577 - INFO - Step 23618: {'train_loss_batch': 6.0506486892700195, 'train_lr': 0.040000600000000004, 'batch_time': 0.49979565362736966, 'data_time': 0.001418667679129624}
2025-10-31 02:09:46,495 - INFO - Step 23718: {'train_loss_batch': 5.741267681121826, 'train_lr': 0.040000600000000004, 'batch_time': 0.49977882022440223, 'data_time': 0.0014070692142258783}
2025-10-31 02:10:36,420 - INFO - Step 23818: {'train_loss_batch': 4.297852993011475, 'train_lr': 0.040000600000000004, 'batch_time': 0.49976498714969897, 'data_time': 0.001395267049001098}
2025-10-31 02:11:26,380 - INFO - Step 23918: {'train_loss_batch': 4.20400857925415, 'train_lr': 0.040000600000000004, 'batch_time': 0.4997605612509619, 'data_time': 0.0013861771089484893}
2025-10-31 02:12:16,298 - INFO - Step 24018: {'train_loss_batch': 4.010892868041992, 'train_lr': 0.040000600000000004, 'batch_time': 0.4997459481102739, 'data_time': 0.0013756623300305905}
2025-10-31 02:13:06,243 - INFO - Step 24118: {'train_loss_batch': 4.667243003845215, 'train_lr': 0.040000600000000004, 'batch_time': 0.49973875579238664, 'data_time': 0.0013664892550591461}
2025-10-31 02:13:56,188 - INFO - Step 24218: {'train_loss_batch': 5.371104717254639, 'train_lr': 0.040000600000000004, 'batch_time': 0.4997320199007081, 'data_time': 0.0013576897233192537}
2025-10-31 02:14:46,131 - INFO - Step 24318: {'train_loss_batch': 4.135438919067383, 'train_lr': 0.040000600000000004, 'batch_time': 0.49972496956233453, 'data_time': 0.0013500059296768284}
2025-10-31 02:15:36,076 - INFO - Step 24418: {'train_loss_batch': 4.27104377746582, 'train_lr': 0.040000600000000004, 'batch_time': 0.4997185471111524, 'data_time': 0.0013417491206416377}
2025-10-31 02:16:26,017 - INFO - Step 24518: {'train_loss_batch': 4.894406795501709, 'train_lr': 0.040000600000000004, 'batch_time': 0.4997115802086875, 'data_time': 0.0013328824300708783}
2025-10-31 02:17:15,988 - INFO - Step 24618: {'train_loss_batch': 5.582764148712158, 'train_lr': 0.040000600000000004, 'batch_time': 0.4997115729037017, 'data_time': 0.0013262694412095473}
2025-10-31 02:18:05,972 - INFO - Step 24718: {'train_loss_batch': 4.184815883636475, 'train_lr': 0.040000600000000004, 'batch_time': 0.49971442170864316, 'data_time': 0.0013203528606493507}
2025-10-31 02:18:55,937 - INFO - Step 24818: {'train_loss_batch': 5.559697151184082, 'train_lr': 0.040000600000000004, 'batch_time': 0.49971291944896695, 'data_time': 0.0013127146698837105}
2025-10-31 02:19:45,914 - INFO - Step 24918: {'train_loss_batch': 4.247076034545898, 'train_lr': 0.040000600000000004, 'batch_time': 0.49971408455791677, 'data_time': 0.0013070143478010605}
2025-10-31 02:20:35,846 - INFO - Step 25018: {'train_loss_batch': 4.151059627532959, 'train_lr': 0.040000600000000004, 'batch_time': 0.4997061070764668, 'data_time': 0.0013005816443065147}
2025-10-31 02:21:25,779 - INFO - Step 25118: {'train_loss_batch': 5.383842945098877, 'train_lr': 0.040000600000000004, 'batch_time': 0.4996987109417028, 'data_time': 0.0012944966431950335}
2025-10-31 02:22:15,705 - INFO - Step 25218: {'train_loss_batch': 4.350431442260742, 'train_lr': 0.040000600000000004, 'batch_time': 0.49969030072931553, 'data_time': 0.0012887794910497652}
2025-10-31 02:23:05,670 - INFO - Step 25318: {'train_loss_batch': 4.416526794433594, 'train_lr': 0.040000600000000004, 'batch_time': 0.49968942424707247, 'data_time': 0.001283427180714977}
2025-10-31 02:23:55,599 - INFO - Step 25418: {'train_loss_batch': 4.418875217437744, 'train_lr': 0.040000600000000004, 'batch_time': 0.49968210398499735, 'data_time': 0.0012783528786856828}
2025-10-31 02:24:45,511 - INFO - Step 25518: {'train_loss_batch': 4.212660789489746, 'train_lr': 0.040000600000000004, 'batch_time': 0.4996718626589238, 'data_time': 0.0012729314430651503}
2025-10-31 02:25:35,458 - INFO - Step 25618: {'train_loss_batch': 4.125569820404053, 'train_lr': 0.040000600000000004, 'batch_time': 0.49966815002814635, 'data_time': 0.0012684426037802524}
2025-10-31 02:26:25,399 - INFO - Step 25718: {'train_loss_batch': 4.325514793395996, 'train_lr': 0.040000600000000004, 'batch_time': 0.4996637007454533, 'data_time': 0.0012632800997024961}
2025-10-31 02:27:15,322 - INFO - Step 25818: {'train_loss_batch': 5.521304130554199, 'train_lr': 0.040000600000000004, 'batch_time': 0.4996560685615296, 'data_time': 0.0012595506397491281}
2025-10-31 02:28:05,227 - INFO - Step 25918: {'train_loss_batch': 4.200764179229736, 'train_lr': 0.040000600000000004, 'batch_time': 0.4996457684547128, 'data_time': 0.0012549454227299473}
2025-10-31 02:28:55,137 - INFO - Step 26018: {'train_loss_batch': 5.145305633544922, 'train_lr': 0.040000600000000004, 'batch_time': 0.49963673987481577, 'data_time': 0.0012499577322516357}
2025-10-31 02:29:45,056 - INFO - Step 26118: {'train_loss_batch': 4.68414306640625, 'train_lr': 0.040000600000000004, 'batch_time': 0.4996293194077871, 'data_time': 0.0012457762325695158}
2025-10-31 02:30:34,969 - INFO - Step 26218: {'train_loss_batch': 5.467724800109863, 'train_lr': 0.040000600000000004, 'batch_time': 0.4996212058597141, 'data_time': 0.0012409274875300677}
2025-10-31 02:31:24,866 - INFO - Step 26318: {'train_loss_batch': 4.230949878692627, 'train_lr': 0.040000600000000004, 'batch_time': 0.49961096796605764, 'data_time': 0.001236967956465476}
2025-10-31 02:32:14,812 - INFO - Step 26418: {'train_loss_batch': 5.2223968505859375, 'train_lr': 0.040000600000000004, 'batch_time': 0.499608498218562, 'data_time': 0.0012332626551953057}
2025-10-31 02:33:04,713 - INFO - Step 26518: {'train_loss_batch': 4.131861686706543, 'train_lr': 0.040000600000000004, 'batch_time': 0.49959935963731456, 'data_time': 0.00122999818558657}
2025-10-31 02:33:54,610 - INFO - Step 26618: {'train_loss_batch': 4.619822978973389, 'train_lr': 0.040000600000000004, 'batch_time': 0.4995896974091746, 'data_time': 0.00122574274692729}
2025-10-31 02:34:44,533 - INFO - Step 26718: {'train_loss_batch': 4.122472286224365, 'train_lr': 0.040000600000000004, 'batch_time': 0.4995844472683894, 'data_time': 0.0012213476130080354}
2025-10-31 02:35:34,468 - INFO - Step 26818: {'train_loss_batch': 5.4238786697387695, 'train_lr': 0.040000600000000004, 'batch_time': 0.49958089803390826, 'data_time': 0.0012183091234168732}
2025-10-31 02:36:24,379 - INFO - Step 26918: {'train_loss_batch': 6.039137840270996, 'train_lr': 0.040000600000000004, 'batch_time': 0.4995740229730035, 'data_time': 0.0012148970573678463}
2025-10-31 02:37:14,272 - INFO - Step 27018: {'train_loss_batch': 4.298415660858154, 'train_lr': 0.040000600000000004, 'batch_time': 0.49956481733623187, 'data_time': 0.0012114181499483926}
2025-10-31 02:38:04,189 - INFO - Step 27118: {'train_loss_batch': 4.737236976623535, 'train_lr': 0.040000600000000004, 'batch_time': 0.49955923005638453, 'data_time': 0.0012080345736676715}
2025-10-31 02:38:54,110 - INFO - Step 27218: {'train_loss_batch': 4.138677597045898, 'train_lr': 0.040000600000000004, 'batch_time': 0.49955440302587784, 'data_time': 0.0012049050219206988}
2025-10-31 02:39:44,017 - INFO - Step 27318: {'train_loss_batch': 4.573404312133789, 'train_lr': 0.040000600000000004, 'batch_time': 0.49954773053586066, 'data_time': 0.0012017438353259112}
2025-10-31 02:40:33,987 - INFO - Step 27418: {'train_loss_batch': 4.934702396392822, 'train_lr': 0.040000600000000004, 'batch_time': 0.4995497712701128, 'data_time': 0.0011994196682133525}
2025-10-31 02:41:23,907 - INFO - Step 27518: {'train_loss_batch': 3.839489698410034, 'train_lr': 0.040000600000000004, 'batch_time': 0.4995450340355417, 'data_time': 0.0011976358334615444}
2025-10-31 02:42:13,829 - INFO - Step 27618: {'train_loss_batch': 4.242372035980225, 'train_lr': 0.040000600000000004, 'batch_time': 0.4995407321989152, 'data_time': 0.0011955500746883697}
2025-10-31 02:43:03,755 - INFO - Step 27718: {'train_loss_batch': 5.497572898864746, 'train_lr': 0.040000600000000004, 'batch_time': 0.49953709136602276, 'data_time': 0.0011925910637140614}
2025-10-31 02:43:53,657 - INFO - Step 27818: {'train_loss_batch': 4.196805477142334, 'train_lr': 0.040000600000000004, 'batch_time': 0.4995304475517063, 'data_time': 0.0011899014983845282}
2025-10-31 02:44:43,578 - INFO - Step 27918: {'train_loss_batch': 5.279052734375, 'train_lr': 0.040000600000000004, 'batch_time': 0.49952632565239447, 'data_time': 0.0011876163837532803}
2025-10-31 02:45:33,486 - INFO - Step 28018: {'train_loss_batch': 4.131145000457764, 'train_lr': 0.040000600000000004, 'batch_time': 0.4995208045211885, 'data_time': 0.0011854925955434006}
2025-10-31 02:46:23,400 - INFO - Step 28118: {'train_loss_batch': 4.164780139923096, 'train_lr': 0.040000600000000004, 'batch_time': 0.4995160940737949, 'data_time': 0.00118272643871564}
2025-10-31 02:47:13,292 - INFO - Step 28218: {'train_loss_batch': 3.9204139709472656, 'train_lr': 0.040000600000000004, 'batch_time': 0.4995087302468082, 'data_time': 0.001180789773310994}
